Cod_Classe;Cod_Test;Regione;Data Validit…;Categoria;Uso;Specialita;CtarG Prova;Euro;DataCostruzione;CIntegrazioneComplessi;Alimentazione;C_KW;C_CV;Potenza;HP;Cilindrata;Ecologico;InstazioneImpianto;DataInstazioneImpianto;Portata;;AssiMotrice;AssiRimorchio;SospensioniPneumatiche;GncioTraino;PesoRimorchio;12(mensilità);11;10;9;8;7;6;5;4;3;2;1;
Bollo.c01.909;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.910;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.911;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.912;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.913;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.914;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.915;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.916;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.917;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.918;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.919;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.920;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.921;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.922;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.923;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.924;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.925;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.926;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.927;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.928;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.929;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.930;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.931;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.932;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.933;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.934;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.935;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.936;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.937;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.938;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.939;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.940;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.941;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.942;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.943;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.944;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.945;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.946;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.947;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;19,2;18,3;16,62;14,94;13,32;11,64;9,96;8,34;6,66;4,98;3,3;1,68;
Bollo.c01.948;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;32;30,5;27,7;24,9;22,2;19,4;16,6;13,9;11,1;8,3;5,5;2,8;
Bollo.c01.949;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;43,52;41,48;37,67;33,86;30,19;26,38;22,58;18,9;15,1;11,29;7,48;3,81;
Bollo.c01.950;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;43,84;41,79;37,95;34,11;30,41;26,58;22,74;19,04;15,21;11,37;7,54;3,84;
Bollo.c01.951;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;64;61;55,4;49,8;44,4;38,8;33,2;27,8;22,2;16,6;11;5,6;
Bollo.c01.952;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B-E;SI;;;200;;;;;;;;;NO;;;258;244;222;200;178;156;134;110;88,6;66,6;44,4;22,2;
Bollo.c01.953;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B-E;SI;;;60;;;;;;;;;NO;;;77,4;73,2;66,6;60;53,4;46,8;40,2;33;26,58;19,98;13,32;6,66;
Bollo.c01.954;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B-E;SI;;;100;;;;;;;;;NO;;;129;122;111;100;89;78;67;55;44,3;33,3;22,2;11,1;
Bollo.c01.955;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B-E;SI;;;136;;;;;;;;;NO;;;175,44;165,92;150,96;136;121,04;106,08;91,12;74,8;60,25;45,29;30,19;15,1;
Bollo.c01.956;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;176,73;167,14;152,07;137;121,93;106,86;91,79;75,35;60,69;45,62;30,41;15,21;
Bollo.c01.957;01-01;UMBRIA;01/01/2022;AP;NC;;;0;01/01/2022;;B-E;SI;;;200;;;;;;;;;NO;;;258;244;222;200;178;156;134;110;88,6;66,6;44,4;22,2;
Bollo.c01.958;01-01;UMBRIA;01/01/2022;AP;NC;;;1;01/01/2022;;B-E;SI;;;60;;;;;;;;;NO;;;77,4;73,2;66,6;60;53,4;46,8;40,2;33;26,58;19,98;13,32;6,66;
Bollo.c01.959;01-01;UMBRIA;01/01/2022;AP;NC;;;2;01/01/2022;;B-E;SI;;;100;;;;;;;;;NO;;;129;122;111;100;89;78;67;55;44,3;33,3;22,2;11,1;
Bollo.c01.960;01-01;UMBRIA;01/01/2022;AP;NC;;;3;01/01/2022;;B-E;SI;;;136;;;;;;;;;NO;;;175,44;165,92;150,96;136;121,04;106,08;91,12;74,8;60,25;45,29;30,19;15,1;
Bollo.c01.961;01-01;UMBRIA;01/01/2022;AP;NC;;;4;01/01/2022;;B-E;SI;;;137;;;;;;;;;NO;;;176,73;167,14;152,07;137;121,93;106,86;91,79;75,35;60,69;45,62;30,41;15,21;
Bollo.c01.962;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;45;42,6;38,4;34,8;30,9;27,06;23,16;19,32;15,48;11,58;7,74;3,84;
Bollo.c01.963;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;75;71;64;58;51,5;45,1;38,6;32,2;25,8;19,3;12,9;6,4;
Bollo.c01.964;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;115,68;108,8;98,56;88,96;79,22;69,22;59,12;49,41;39,59;29,63;19,78;9,86;
Bollo.c01.965;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;116,81;109,85;99,52;89,82;79,99;69,89;59,69;49,89;39,97;29,92;19,97;9,95;
Bollo.c01.966;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;188;176;160;144;128,5;112,1;95,6;80;64,1;48;32;16;
Bollo.c01.967;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;45;42,6;38,4;34,8;30,9;27,06;23,16;19,32;15,48;11,58;7,74;3,84;
Bollo.c01.968;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;75;71;64;58;51,5;45,1;38,6;32,2;25,8;19,3;12,9;6,4;
Bollo.c01.969;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;115,68;108,8;98,56;88,96;79,22;69,22;59,12;49,41;39,59;29,63;19,78;9,86;
Bollo.c01.970;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;116,81;109,85;99,52;89,82;79,99;69,89;59,69;49,89;39,97;29,92;19,97;9,95;
Bollo.c01.971;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;188;176;160;144;128,5;112,1;95,6;80;64,1;48;32;16;
Bollo.c01.972;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;43,8;41,4;37,2;33,6;29,88;26,16;22,44;18,66;14,94;11,22;7,5;3,72;
Bollo.c01.973;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;73;69;62;56;49,8;43,6;37,4;31,1;24,9;18,7;12,5;6,2;
Bollo.c01.974;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;112,24;106,08;95,48;86,24;76,8;67;57,56;47,91;38,33;28,78;19,23;9,55;
Bollo.c01.975;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;113,33;107,11;96,41;87,08;77,55;67,65;58,12;48,38;38,7;29,06;19,42;9,64;
Bollo.c01.976;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;182;172;155;140;124,8;108,6;93,4;77,8;62,2;46,7;31,2;15,5;
Bollo.c01.977;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;43,8;41,4;37,2;33,6;29,88;26,16;22,44;18,66;14,94;11,22;7,5;3,72;
Bollo.c01.978;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;73;69;62;56;49,8;43,6;37,4;31,1;24,9;18,7;12,5;6,2;
Bollo.c01.979;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;112,24;106,08;95,48;86,24;76,8;67;57,56;47,91;38,33;28,78;19,23;9,55;
Bollo.c01.980;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;113,33;107,11;96,41;87,08;77,55;67,65;58,12;48,38;38,7;29,06;19,42;9,64;
Bollo.c01.981;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;182;172;155;140;124,8;108,6;93,4;77,8;62,2;46,7;31,2;15,5;
Bollo.c01.982;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;42;39,6;36;32,4;28,8;25,2;21,6;18;14,4;10,8;7,2;3,6;
Bollo.c01.983;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;70;66;60;54;48;42;36;30;24;18;12;6;
Bollo.c01.984;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;107,8;101,64;92,4;83,16;73,92;64,68;55,44;46,24;37;27,76;18,48;9,24;
Bollo.c01.985;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;108,85;102,63;93,3;83,97;74,64;65,31;55,98;46,69;37,36;28,03;18,66;9,33;
Bollo.c01.986;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;175;165;150;135;120;105;90;75,1;60,1;45,1;30;15;
Bollo.c01.987;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;42;39,6;36;32,4;28,8;25,2;21,6;18;14,4;10,8;7,2;3,6;
Bollo.c01.988;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;70;66;60;54;48;42;36;30;24;18;12;6;
Bollo.c01.989;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;107,8;101,64;92,4;83,16;73,92;64,68;55,44;46,24;37;27,76;18,48;9,24;
Bollo.c01.990;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;108,85;102,63;93,3;83,97;74,64;65,31;55,98;46,69;37,36;28,03;18,66;9,33;
Bollo.c01.991;01-01;UMBRIA;01/01/2022;AV;PP;;;2;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;175;165;150;135;120;105;90;75,1;60,1;45,1;30;15;
Bollo.c01.992;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;40,8;38,4;34,8;31,2;27,78;24,3;20,88;17,4;13,92;10,44;6,96;3,48;
Bollo.c01.993;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;68;64;58;52;46,3;40,5;34,8;29;23,2;17,4;11,6;5,8;
Bollo.c01.994;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;104,36;98,56;89,32;80,08;71,5;62,46;53,52;44,62;35,73;26,8;17,86;8,93;
Bollo.c01.995;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;105,37;99,52;90,19;80,86;72,2;63,07;54,04;45,06;36,08;27,06;18,04;9,02;
Bollo.c01.996;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;169;160;145;130;116,3;101,5;86,8;72,4;58;43,5;29;14,5;
Bollo.c01.997;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;40,8;38,4;34,8;31,2;27,78;24,3;20,88;17,4;13,92;10,44;6,96;3,48;
Bollo.c01.998;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;68;64;58;52;46,3;40,5;34,8;29;23,2;17,4;11,6;5,8;
Bollo.c01.999;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;104,36;98,56;89,32;80,08;71,5;62,46;53,52;44,62;35,73;26,8;17,86;8,93;
Bollo.c01.1000;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;105,37;99,52;90,19;80,86;72,2;63,07;54,04;45,06;36,08;27,06;18,04;9,02;
Bollo.c01.1001;01-01;UMBRIA;01/01/2022;AV;PP;;;3;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;169;160;145;130;116,3;101,5;86,8;72,4;58;43,5;29;14,5;
Bollo.c01.1002;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.1003;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.1004;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;99,92;93,76;84,88;76,9;68,42;59,68;51,26;42,68;34,19;25,56;17,08;8,49;
Bollo.c01.1005;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;100,89;94,67;85,71;77,65;69,09;60,26;51,76;43,09;34,52;25,81;17,24;8,57;
Bollo.c01.1006;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;162;152;138;124,9;111,3;96,8;83,2;69,3;55,5;41,5;27,7;13,8;
Bollo.c01.1007;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;60;;;;;;;;;NO;;;39;36,6;33;29,94;26,58;23,28;19,98;16,62;13,32;9,96;6,66;3,3;
Bollo.c01.1008;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;100;;;;;;;;;NO;;;65;61;55;49,9;44,3;38,8;33,3;27,7;22,2;16,6;11,1;5,5;
Bollo.c01.1009;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;136;;;;;;;;;NO;;;99,92;93,76;84,88;76,9;68,42;59,68;51,26;42,68;34,19;25,56;17,08;8,49;
Bollo.c01.1010;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;137;;;;;;;;;NO;;;100,89;94,67;85,71;77,65;69,09;60,26;51,76;43,09;34,52;25,81;17,24;8,57;
Bollo.c01.1011;01-01;UMBRIA;01/01/2022;AV;PP;;;4;01/01/2022;;B;SI;;;200;;;;;;;;;NO;;;162;152;138;124,9;111,3;96,8;83,2;69,3;55,5;41,5;27,7;13,8;
Bollo.c01.1012;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1013;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1014;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1015;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1016;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1017;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1018;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1019;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1020;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1021;01-01;UMBRIA;01/01/2022;AV;PP;;;0;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1022;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1023;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
Bollo.c01.1024;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2018;;ELE;SI;;;136;;;;;;;;;NO;;;22,17;20,81;18,77;17;15,1;13,19;11,29;9,38;7,62;5,71;3,81;1,9;
Bollo.c01.1025;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2018;;ELE;SI;;;137;;;;;;;;;NO;;;22,33;20,96;18,91;17,13;15,21;13,29;11,37;9,45;7,67;5,75;3,84;1,92;
Bollo.c01.1026;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2018;;ELE;SI;;;200;;;;;;;;;NO;;;32,6;30,6;27,6;25;22,2;19,4;16,6;13,8;11,2;8,4;5,6;2,8;
Bollo.c01.1027;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2018;;ELE;SI;;;60;;;;;;;;;NO;;;9,78;9,18;8,28;7,5;6,66;5,82;4,98;4,14;3,36;2,52;1,68;0,84;
Bollo.c01.1028;01-01;UMBRIA;01/01/2022;AV;PP;;;1;01/01/2018;;ELE;SI;;;100;;;;;;;;;NO;;;16,3;15,3;13,8;12,5;11,1;9,7;8,3;6,9;5,6;4,2;2,8;1,4;
